stride_index,timestamp,stride_length,clearance,stride_time,swing_time,stance_time,stance_ratio,fo_time,ic_time,fo_sample,ic_sample,is_outlier,turning_step,method,subject,side
32,47.20644500000003,1.3428204067021134,0.072228839,1.3832780000000184,0.5999759999999696,0.7833020000000488,0.5662650602409915,47.98974700000008,48.58972300000005,5756,5828,False,False,1P,S2,right
33,48.58972300000005,1.3584719829407836,0.064306616,1.341613000000052,0.6333080000001701,0.7083049999998821,0.5279503105588977,49.29802799999993,49.9313360000001,5913,5989,False,False,1P,S2,right
34,49.9313360000001,1.3143095204432569,0.071330349,1.2416169999999056,0.5833099999999831,0.6583069999999225,0.5302013422818571,50.58964300000002,51.17295300000001,6068,6138,False,False,1P,S2,right
35,51.17295300000001,1.2711402410469348,0.0566991674,1.2499499999998989,0.5749769999999899,0.674972999999909,0.539999999999971,51.84792599999992,52.42290299999991,6219,6288,False,False,1P,S2,right
36,52.42290299999991,1.3540649286441748,0.0641998106,1.2666160000001128,0.6083089999999629,0.6583070000001499,0.5197368421053352,53.081210000000056,53.68951900000002,6367,6440,False,False,1P,S2,right
37,53.68951900000002,1.3343194064672466,0.0677471319,1.3166140000000723,0.6249750000001768,0.6916389999998955,0.5253164556960943,54.38115799999992,55.00613300000009,6523,6598,False,False,1P,S2,right
38,55.00613300000009,1.3454040527016338,0.0671754109,1.3916110000000117,0.6083090000001903,0.7833019999998214,0.562874251496873,55.78943499999991,56.3977440000001,6692,6765,False,False,1P,S2,right
39,56.3977440000001,1.333078368081905,0.0735038709,1.316613999999845,0.641640999999936,0.674972999999909,0.5126582278480926,57.07271700000001,57.71435799999995,6846,6923,False,False,1P,S2,right
40,57.71435799999995,1.284025770956753,0.0641190044,1.3749450000000252,0.6166419999999562,0.758303000000069,0.5515151515151916,58.472661000000016,59.08930299999997,7014,7088,False,False,1P,S2,right
41,59.08930299999997,1.2348659482945357,0.0601781681,4.433156000000054,0.5749769999999899,3.858179000000064,0.8703007518797031,62.94748200000004,63.522459000000026,7550,7619,True,True,1P,S2,right
42,63.522459000000026,1.3504331410508223,0.0692732751,1.2999480000000858,0.599976000000197,0.6999719999998888,0.5384615384614174,64.22243099999992,64.82240700000011,7703,7775,False,False,1P,S2,right
43,64.82240700000011,1.333794894319314,0.0649786131,1.2166179999999258,0.5916429999999764,0.6249749999999494,0.513698630136976,65.44738200000006,66.03902500000004,7850,7921,False,False,1P,S2,right
44,66.03902500000004,1.318601780102603,0.0675987534,1.2499499999998989,0.5916429999999764,0.6583069999999225,0.5266666666666473,66.69733199999996,67.28897499999994,8000,8071,False,False,1P,S2,right
45,67.28897499999994,1.3179634374084437,0.0717592543,1.2832820000000993,0.5666439999999966,0.7166380000001027,0.5584415584415953,68.00561300000004,68.57225700000004,8157,8225,False,False,1P,S2,right
46,68.57225700000004,1.3442530496907406,0.0734900095,1.3332800000000589,0.6499740000001566,0.6833059999999023,0.512499999999904,69.25556299999994,69.9055370000001,8307,8385,False,False,1P,S2,right
47,69.9055370000001,1.2771045296447463,0.0646398473,1.2749489999998789,0.5916429999999764,0.6833059999999023,0.535947712418275,70.588843,71.18048599999997,8467,8538,False,False,1P,S2,right
48,71.18048599999997,1.2701066732764563,0.0635291695,1.3332800000000589,0.5583110000000033,0.7749690000000555,0.581250000000016,71.95545500000003,72.51376600000003,8631,8698,False,False,1P,S2,right
49,72.51376600000003,1.302167088392462,0.062539365,1.2749489999998789,0.5333119999997962,0.7416370000000825,0.5816993464053488,73.25540300000011,73.78871499999991,8787,8851,False,False,1P,S2,right
50,73.78871499999991,1.3034530242725615,0.0622969321,1.3249470000000656,0.641640999999936,0.6833060000001296,0.5157232704403238,74.47202100000004,75.11366199999998,8933,9010,False,False,1P,S2,right
51,75.11366199999998,1.2528107161514124,0.068580217,1.274949000000106,0.5999759999999696,0.6749730000001364,0.5294117647059453,75.78863500000011,76.38861100000008,9091,9163,False,False,1P,S2,right
52,76.38861100000008,1.260278602009571,0.0608935624,1.3249470000000656,0.6166420000001835,0.7083049999998821,0.534591194968438,77.09691599999996,77.71355800000015,9248,9322,False,False,1P,S2,right
53,77.71355800000015,1.2384830569711098,0.0564589243,1.316613999999845,0.6166419999999562,0.6999719999998888,0.5316455696202314,78.41353000000004,79.030172,9406,9480,False,False,1P,S2,right
54,79.030172,1.277696721280164,0.0605991446,1.2666159999998854,0.5333120000000235,0.7333039999998618,0.5789473684209959,79.76347599999986,80.29678799999988,9568,9632,False,False,1P,S2,right
55,80.29678799999988,1.1746124477532556,0.0525943934,1.274949000000106,0.558310999999776,0.7166380000003301,0.562091503268186,81.01342600000021,81.57173699999998,9718,9785,False,False,1P,S2,right
0,6.024759000000017,1.3181869955532917,0.0623883571,1.6249350000000504,0.7749690000000555,0.8499659999999949,0.5230769230769037,6.874725000000012,7.649694000000068,825,918,False,False,3P,S1,right
1,7.649694000000068,1.3105131710855582,0.0632374342,1.6499340000000302,0.758303000000069,0.8916309999999612,0.540404040404007,8.541325000000029,9.299628000000098,1025,1116,False,False,3P,S1,right
2,9.299628000000098,2.25299932488896,0.0778285946,6.583069999999907,0.7583029999999553,5.824766999999952,0.8848101265822836,15.12439500000005,15.882698000000005,1815,1906,True,True,3P,S1,right
3,15.882698000000005,1.3896175163189275,0.0803430192,1.641601000000037,0.7499699999999621,0.8916310000000749,0.5431472081218608,16.77432900000008,17.524299000000042,2013,2103,False,False,3P,S1,right
4,17.524299000000042,1.407673950599802,0.0718840166,1.7165979999999763,0.6749730000000227,1.0416249999999536,0.6067961165048357,18.565923999999995,19.24089700000001,2228,2309,False,False,3P,S1,right
5,19.24089700000001,1.2251029101190585,0.068823251,4.899804000000017,0.7749689999999418,4.124835000000076,0.84183673469389,23.365732000000094,24.140701000000035,2804,2897,True,True,3P,S1,right
6,24.140701000000035,1.3749568796267235,0.069360063,1.5249390000000176,0.7416369999999688,0.7833020000000488,0.5136612021858185,24.924003000000084,25.665640000000053,2991,3080,False,False,3P,S1,right
7,25.665640000000053,1.4258991332700843,0.0710010076,1.5749369999999772,0.7249709999999823,0.8499659999999949,0.5396825396825443,26.515606000000048,27.24057700000003,3182,3269,False,False,3P,S1,right
8,27.24057700000003,1.36438017257163,0.0707434103,1.6499340000000302,0.7833020000000488,0.8666319999999814,0.5252525252525043,28.10720900000001,28.89051100000006,3373,3467,False,False,3P,S1,right
9,28.89051100000006,1.4875773063856923,0.0830994975,3.92484300000001,0.7999680000000353,3.1248749999999745,0.7961783439490361,32.015386000000035,32.81535400000007,3842,3938,True,True,3P,S1,right
10,32.81535400000007,1.4200739928946238,0.0764282142,1.5499379999999974,0.7083049999999957,0.8416330000000016,0.543010752688174,33.65698700000007,34.36529200000007,4039,4124,False,False,3P,S1,right
11,34.36529200000007,1.4224450999575289,0.0734628628,1.6166019999999437,0.7499699999999621,0.8666319999999814,0.5360824742268113,35.23192400000005,35.98189400000001,4228,4318,False,False,3P,S1,right
12,35.98189400000001,1.2744502387247036,0.060533796,1.608269000000064,0.7416369999999688,0.8666320000000951,0.5388601036269808,36.848526000000106,37.59016300000008,4422,4511,True,True,3P,S1,right
13,37.59016300000008,1.4356407038091972,0.0717232741,3.0998759999999947,0.683306000000016,2.416569999999979,0.7795698924731128,40.00673300000005,40.69003900000007,4801,4883,True,True,3P,S1,right
14,40.69003900000007,1.414130094488491,0.0642596026,1.6832660000000033,0.7333039999999755,0.9499620000000276,0.5643564356435797,41.6400010000001,42.37330500000007,4997,5085,False,False,3P,S1,right
15,42.37330500000007,1.3516174857971923,0.0686873721,1.4832739999999376,0.6916390000000092,0.7916349999999284,0.5337078651685135,43.16494,43.85657900000001,5180,5263,False,False,3P,S1,right
16,43.85657900000001,1.3855406914616344,0.062913398,1.749930000000063,0.7999680000000353,0.9499620000000276,0.5428571428571392,44.80654100000004,45.60650900000008,5377,5473,True,True,3P,S1,right
17,45.60650900000008,1.29619247593282,0.0677495138,3.649854000000005,0.7416370000000825,2.9082169999999223,0.7968036529680143,48.514726,49.25636300000008,5822,5911,True,True,3P,S1,right
18,49.25636300000008,1.3485510823433018,0.0740090801,1.541605000000004,0.6666400000000294,0.8749649999999747,0.5675675675675497,50.13132800000005,50.79796800000008,6016,6096,False,False,3P,S1,right
19,50.79796800000008,1.4315013334418278,0.0705546582,1.6499339999999163,0.6833059999999023,0.9666280000000144,0.5858585858586242,51.7645960000001,52.447902,6212,6294,False,False,3P,S1,right
20,52.447902,1.338613740215737,0.0668449176,1.6832660000000033,0.7416369999999688,0.9416290000000344,0.5594059405940788,53.389531000000034,54.131168,6407,6496,False,False,3P,S1,right
21,54.131168,1.369787437879025,0.0723534695,3.649854000000005,0.7916349999999284,2.8582190000000764,0.7831050228310701,56.98938700000008,57.78102200000001,6839,6934,True,True,3P,S1,right
22,57.78102200000001,1.421557685306983,0.0654177145,1.5916030000000774,0.7249709999999823,0.8666320000000951,0.5445026178010804,58.6476540000001,59.372625000000085,7038,7125,False,False,3P,S1,right
23,59.372625000000085,1.4088055307700025,0.077157078,1.6082689999999502,0.7666359999999486,0.8416330000000016,0.523316062176183,60.214258000000086,60.98089400000004,7226,7318,False,False,3P,S1,right
24,60.98089400000004,1.3510419394385005,0.0546125967,1.6249350000000504,0.7416370000000825,0.8832979999999679,0.543589743589707,61.864192,62.605829000000085,7424,7513,True,True,3P,S1,right
25,62.605829000000085,1.4808598991110016,0.0679617176,2.958214999999996,0.7249709999999823,2.2332440000000133,0.7549295774647944,64.8390730000001,65.56404400000008,7781,7868,True,True,3P,S1,right
26,65.56404400000008,1.5030753571297018,0.0761968045,1.6416009999999233,0.7249709999999823,0.916629999999941,0.5583756345177566,66.48067400000002,67.205645,7978,8065,False,False,3P,S1,right
27,67.205645,1.480904315554707,0.078619367,1.5666040000000976,0.7166380000001027,0.8499659999999949,0.5425531914893247,68.055611,68.7722490000001,8167,8253,False,False,3P,S1,right
28,68.7722490000001,1.256933295433312,0.0691517948,1.6416009999999233,0.7333039999999755,0.9082969999999476,0.5532994923857808,69.68054600000005,70.41385000000002,8362,8450,True,True,3P,S1,right
